ks	count
KP_20300161739779	2
KP_20300159997124	2
KP_20300161236567	2
KP_20300156647335	2
KP_20300157772672	2
KP_20300158765804	2
KP_20300155630315	2
KP_20300161556624	2
KP_20300158070405	2
KP_20300161432049	2
KP_20300160589993	2
KP_20300164709153	2
KP_20300163496398	2
KP_20300159902752	2
KP_20300161079314	2
KP_20300159664779	2
KP_20300161559338	2
KP_20300155140832	2
KP_20300158734710	2
KP_20300162480850	2
KP_20300158141910	2
KP_20300164752081	2
KP_20300155184918	2
KP_20300164608878	2
KP_20300161892572	2
KP_20300160876016	2
KP_20300155676844	2
KP_20300165180011	2
KP_20300156504066	2
KP_20300162020141	2
KP_20300160195494	2
KP_20300158122668	2
KP_20300165119209	2
KP_20300161532814	2
KP_20300155974683	2
KP_20300158158020	2
KP_20300160118544	2
KP_20300157626205	2
KP_20300160782624	2
KP_20300160838720	2
KP_20300156646158	2
KP_20300155779790	2
KP_20300068534119	2
KP_20300156572220	2
KP_20300165713389	2
KP_20300157629080	2
KP_20300157651568	2
KP_20300154868743	2
KP_20300163360708	2
KP_20300159516756	2
KP_20300158579842	2
KP_20300155043291	2
KP_20300068561537	2
KP_20300157133758	2
KP_20300156991514	2
KP_20300160042844	2
KP_20300159549849	2
KP_20300158989915	2
KP_20300162813135	2
KP_20300162621237	2
KP_20300155624666	2
KP_20300159195554	2
KP_20300157599475	2
KP_20300165111308	2
KP_20300161882443	2
KP_20300162644375	2
KP_20300158202433	2
KP_20300159434564	2
KP_20300157034244	2
KP_20300165064523	2
KP_20300156534139	2
KP_20300158586143	2
KP_20300163028574	2
KP_20300156272523	2
KP_20300163298818	2
KP_20300161467118	2
KP_20300158196817	2
KP_20300163501630	2
KP_20300159324902	2
KP_20300162173098	2
KP_20300155804111	2
KP_20300068556209	2
KP_20300162871825	2
KP_20300156146372	2
KP_20300162630522	2
KP_20300162562829	2
KP_20300163146160	2
KP_20300157747717	2
KP_20300161136528	2
KP_20300165479222	2
KP_20300157479293	2
KP_20300155651767	2
KP_20300159023219	2
KP_20300154323749	2
KP_20300162824642	2
KP_20300157703546	2
KP_20300160446792	2
KP_20300155492917	2
KP_20300164872578	2
KP_20300163899138	2
KP_20300155812015	2
KP_20300158690860	2
KP_20300161210474	2
KP_20300159212124	2
KP_20300160099890	2
KP_20300163937919	2
KP_20300159199145	2
KP_20300158755440	2
KP_20300155755428	2
KP_20300161247391	2
KP_20300157431091	2
KP_20300159211090	2
KP_20300165014358	2
KP_20300156273729	2
KP_20300154151579	2
KP_20300161673202	2
KP_20300162853885	2
KP_20300158110453	2
KP_20300155181602	2
KP_20300160325897	3
KP_20300155017757	3
KP_20300157215082	3
KP_20300159634873	3
KP_20300159888291	3
KP_20300158207617	3
KP_20300163774673	3
KP_20300163165706	3
KP_20300155172058	3
KP_20300155960998	3
KP_20300162779759	3
KP_20300156164473	3
KP_20300162085094	3
KP_20300162484997	3
KP_20300161119250	3
KP_20300160745976	3
KP_20300161619540	3
KP_20300157907017	3
KP_20300162443080	3
KP_20300154152672	3
KP_20300159159982	3
KP_20300161159643	3
KP_20300160641694	3
KP_20300162641398	3
KP_20300157177912	3
KP_20300156039218	3
KP_20300159059752	3
KP_20300159189296	3
KP_20300154770550	3
KP_20300158262102	3
KP_20300162100984	3
KP_20300161598120	3
KP_20300158976443	3
KP_20300156743708	3
KP_20300157928755	3
KP_20300161937263	3
KP_20300155418875	3
KP_20300155294574	3
KP_20300161005888	3
KP_20300155197633	3
KP_20300160959028	3
KP_20300157992236	3
KP_20300157131685	3
KP_20300163512727	3
KP_20300165661005	3
KP_20300158790614	3
KP_20300161292292	3
KP_20300161065192	3
KP_20300164168921	3
KP_20300159366541	3
KP_20300159326716	3
KP_20300160957392	3
KP_20300159503133	3
KP_20300157075760	3
KP_20300160587512	3
KP_20300156020360	3
KP_20300155801229	3
KP_20300155996162	3
KP_20300158186470	3
KP_20300155733375	3
KP_20300163788190	3
KP_20300164880153	3
KP_20300162429478	3
KP_20300159467927	3
KP_20300162573332	3
KP_20300161850167	3
KP_20300158318140	3
KP_20300162259778	3
KP_20300161259868	3
KP_20300160892992	3
KP_20300156583904	3
KP_20300155728038	3
KP_20300163415505	3
KP_20300158815207	3
KP_20300162045349	3
KP_20300161271568	3
KP_20300162832115	3
KP_20300156114696	3
KP_20300159316345	3
KP_20300156108532	3
KP_20300159809508	3
KP_20300156263689	3
KP_20300162472104	3
KP_20300161129857	3
KP_20300157211884	3
KP_20300155823509	3
KP_20300155863340	3
KP_20300156840654	3
KP_20300162392831	3
KP_20300164416952	3
KP_20300157676804	3
KP_20300161140388	3
KP_20300162476428	3
KP_20300157346111	3
KP_20300157354165	3
KP_20300158361787	3
KP_20300160678321	3
KP_20300166302647	3
KP_20300156541709	3
KP_20300161719273	3
KP_20300155896197	3
KP_20300157985378	3
KP_20300162648357	3
KP_20300164551971	3
KP_20300160995505	3
KP_20300164386733	3
KP_20300159890592	3
KP_20300154648523	3
KP_20300160866742	3
KP_20300165009252	3
KP_20300157568996	3
KP_20300161156043	3
KP_20300161330212	3
KP_20300155126625	3
KP_20300160759368	3
KP_20300158758729	3
KP_20300160778519	3
KP_20300155548615	3
KP_20300160758714	3
KP_20300166337128	3
KP_20300161911804	3
KP_20300161219685	3
KP_20300158095805	3
KP_20300156035041	3
KP_20300158875832	3
KP_20300160177204	3
KP_20300161985061	3
KP_20300159371524	3
KP_20300160100460	3
KP_20300159024598	3
KP_20300163296626	3
KP_20300162586758	3
KP_20300156372328	3
KP_20300156304223	3
KP_20300157136629	3
KP_20300159609892	3
KP_20300165922129	3
KP_20300157012829	3
KP_20300160291997	3
KP_20300163823410	3
KP_20300155937125	3
KP_20300159251918	3
KP_20300164208077	3
KP_20300157466319	3
KP_20300162639254	3
KP_20300159955613	3
KP_20300155253394	3
KP_20300159288555	3
KP_20300158750717	3
KP_20300156775632	3
KP_20300157913591	3
KP_20300158964606	3
KP_20300161193359	3
KP_20300160072582	3
KP_20300155052253	3
KP_20300164391856	3
KP_20300160027139	3
KP_20300156725420	3
KP_20300163859160	3
KP_20300156550771	3
KP_20300157653005	3
KP_20300161711218	3
KP_20300156138363	3
KP_20300160886895	3
KP_20300159124416	3
KP_20300161235891	3
KP_20300161315823	3
KP_20300164687501	3
KP_20300158721400	3
KP_20300158371838	3
KP_20300161881844	3
KP_20300155537218	3
KP_20300165710953	3
KP_20300164961036	3
KP_20300159027425	3
KP_20300163811048	3
KP_20300159004980	3
KP_20300161226236	3
KP_20300161808287	3
KP_20300164232932	3
KP_20300160633661	3
KP_20300160491800	3
KP_20300161101298	3
KP_20300161963512	3
KP_20300155584510	3
KP_20300156884983	3
KP_20300162640529	3
KP_20300161510199	3
KP_20300155395669	3
KP_20300157946049	3
KP_20300157065245	3
KP_20300164938975	3
KP_20300160749513	3
KP_20300156279198	3
KP_20300166144279	3
KP_20300158116498	3
KP_20300160379597	3
KP_20300159470857	3
KP_20300160515777	3
KP_20300160830606	3
KP_20300162537831	3
KP_20300158336717	3
KP_20300161955254	3
KP_20300156123403	3
KP_20300157183793	3
KP_20300158699173	3
KP_20300157267552	3
KP_20300162385456	3
KP_20300160538932	3
KP_20300160372435	3
KP_20300154162451	3
KP_20300160089015	3
KP_20300164987559	3
KP_20300159559629	3
KP_20300157695988	3
KP_20300161553338	3
KP_20300158671589	3
KP_20300158954053	3
KP_20300155617282	3
KP_20300161519362	3
KP_20300160898917	3
KP_20300161936131	3
KP_20300154931502	3
KP_20300159322277	3
KP_20300157555431	3
KP_20300162722845	3
KP_20300155591403	3
KP_20300165988280	3
KP_20300161814172	3
KP_20300157552305	3
KP_20300157540288	3
KP_20300156943122	3
KP_20300156267344	3
KP_20300163635829	3
KP_20300160693896	3
KP_20300159454173	3
KP_20300158131714	3
KP_20300160182855	3
KP_20300158172195	3
KP_20300154876162	3
KP_20300154118588	3
KP_20300157239729	3
KP_20300162652892	3
KP_20300162382921	3
KP_20300158938424	3
KP_20300156997234	3
KP_20300155588710	3
KP_20300157127013	3
KP_20300159397244	3
KP_20300157839862	3
KP_20300159174646	3
KP_20300164003760	3
KP_20300162501693	3
KP_20300159478544	3
KP_20300158818355	3
KP_20300160050350	3
KP_20300165139404	3
KP_20300161872598	3
KP_20300162481467	3
KP_20300157352510	3
KP_20300160805394	3
KP_20300155603756	3
KP_20300157089596	3
KP_20300161455739	3
KP_20300161864877	3
KP_20300161933009	3
KP_20300163952074	3
KP_20300155770113	3
KP_20300155183283	3
KP_20300158229298	3
KP_20300156672763	3
KP_20300158451272	3
KP_20300158254974	3
KP_20300161791556	3
KP_20300157348669	3
KP_20300157093203	3
KP_20300155186916	3
KP_20300162670821	3
KP_20300155266723	3
KP_20300160861618	3
KP_20300155473105	3
KP_20300157300216	3
KP_20300155831807	3
KP_20300155187269	3
KP_20300163302262	3
KP_20300159555523	3
KP_20300158763802	3
KP_20300162018006	3
KP_20300155251040	3
KP_20300158261150	3
KP_20300156946843	3
KP_20300160127491	3
KP_20300156130783	3
KP_20300161033817	3
KP_20300160739301	3
KP_20300161001664	3
KP_20300155334613	3
KP_20300155421075	3
KP_20300158289427	3
KP_20300157630409	3
KP_20300155639980	3
KP_20300156315386	3
KP_20300157587471	3
KP_20300157813278	3
KP_20300155408298	3
KP_20300155535963	3
KP_20300156759926	3
KP_20300157506994	3
KP_20300162409326	3
KP_20300162653335	3
KP_20300159171942	3
KP_20300158644761	3
KP_20300154420547	3
KP_20300161205511	3
KP_20300163596420	3
KP_20300155422883	3
KP_20300161925050	3
KP_20300157143788	3
KP_20300164755800	3
KP_20300160067184	3
KP_20300158631201	3
KP_20300157420086	3
KP_20300155238207	3
KP_20300162410783	3
KP_20300157554112	3
KP_20300159154402	3
KP_20300160679993	3
KP_20300156710112	3
KP_20300159076658	3
KP_20300157108687	3
KP_20300156023138	3
KP_20300160377112	3
KP_20300159002306	3
KP_20300160541794	3
KP_20300161813134	3
KP_20300156914007	3
KP_20300158917033	3
KP_20300159795914	3
KP_20300159915332	3
KP_20300155909137	3
KP_20300159986330	3
KP_20300161299250	3
KP_20300157319330	3
KP_20300161787341	3
KP_20300157519112	3
KP_20300158270250	3
KP_20300163574302	3
KP_20300155330311	3
KP_20300162424376	3
KP_20300155391199	3
KP_20300161564311	3
KP_20300160243307	3
KP_20300162564064	4
KP_20300161646235	4
KP_20300159545760	4
KP_20300158193808	4
KP_20300158323236	4
KP_20300158974656	4
KP_20300156052716	4
KP_20300158130121	4
KP_20300158221194	4
KP_20300157740632	4
KP_20300158972090	4
KP_20300161103820	4
KP_20300162624781	4
KP_20300154148143	4
KP_20300156732007	4
KP_20300159149797	4
KP_20300156290186	4
KP_20300158341183	4
KP_20300158896262	4
KP_20300155700663	4
KP_20300157682293	4
KP_20300159440232	4
KP_20300164978132	4
KP_20300156001547	4
KP_20300155623117	4
KP_20300160544381	4
KP_20300157357302	4
KP_20300161710849	4
KP_20300161768103	4
KP_20300160840200	4
KP_20300157986400	4
KP_20300157989413	4
KP_20300161151692	4
KP_20300160256688	4
KP_20300157902516	4
KP_20300161334803	4
KP_20300162416397	4
KP_20300159146338	4
KP_20300157027768	4
KP_20300161261197	4
KP_20300159448549	4
KP_20300161251379	4
KP_20300156032570	4
KP_20300159362514	4
KP_20300160044756	4
KP_20300159153182	4
KP_20300156907272	4
KP_20300158382074	4
KP_20300156890129	4
KP_20300161565330	4
KP_20300161875134	4
KP_20300161649200	4
KP_20300162519800	4
KP_20300162346821	4
KP_20300156255283	4
KP_20300155120500	4
KP_20300155122720	4
KP_20300161258442	4
KP_20300154180090	4
KP_20300155117467	4
KP_20300161651750	4
KP_20300157277387	4
KP_20300162622665	4
KP_20300161817227	4
KP_20300161266744	4
KP_20300158396509	4
KP_20300159221553	4
KP_20300159519865	4
KP_20300156947596	4
KP_20300159382646	4
KP_20300159822950	4
KP_20300157139324	4
KP_20300155051289	4
KP_20300162588892	4
KP_20300165187257	4
KP_20300161733095	4
KP_20300154771903	4
KP_20300155256827	4
KP_20300155556622	4
KP_20300165044506	4
KP_20300156697623	4
KP_20300161941749	4
KP_20300164631064	4
KP_20300159161853	4
KP_20300163653231	4
KP_20300158829345	4
KP_20300161780934	4
KP_20300158349223	4
KP_20300155693350	4
KP_20300162603527	4
KP_20300160762714	4
KP_20300156070117	4
KP_20300156346745	4
KP_20300159967670	4
KP_20300164162544	4
KP_20300164438518	4
KP_20300164700124	4
KP_20300157938048	4
KP_20300164235043	4
KP_20300157187147	4
KP_20300156038082	4
KP_20300157368086	4
KP_20300159032199	4
KP_20300160135228	4
KP_20300165156892	4
KP_20300158885221	4
KP_20300159646238	4
KP_20300160213335	4
KP_20300161729794	4
KP_20300158654587	4
KP_20300162553263	4
KP_20300157068211	4
KP_20300157977449	4
KP_20300156810405	4
KP_20300158626407	4
KP_20300158959075	4
KP_20300158056063	4
KP_20300155190995	4
KP_20300158060677	4
KP_20300158779682	4
KP_20300155604630	4
KP_20300154656015	4
KP_20300166029143	4
KP_20300165363918	4
KP_20300160283223	4
KP_20300068533933	4
KP_20300162646763	4
KP_20300162060565	4
KP_20300159239793	4
KP_20300161811880	4
KP_20300164593197	4
KP_20300162252373	4
KP_20300161934656	4
KP_20300156428921	4
KP_20300156371653	4
KP_20300160922628	4
KP_20300157472708	4
KP_20300160133039	4
KP_20300159629586	4
KP_20300159270403	4
KP_20300158125635	4
KP_20300156327492	4
KP_20300165004102	4
KP_20300160332812	4
KP_20300159610417	4
KP_20300160917460	4
KP_20300161214816	4
KP_20300158780398	4
KP_20300156066634	4
KP_20300161832192	4
KP_20300163746623	4
KP_20300157562877	4
KP_20300162084137	4
KP_20300162900880	4
KP_20300157417745	4
KP_20300161336600	4
KP_20300164504797	4
KP_20300159653237	4
KP_20300161482167	4
KP_20300156706649	4
KP_20300161801928	4
KP_20300161287631	4
KP_20300158792659	4
KP_20300159556786	4
KP_20300159495708	4
KP_20300158211445	4
KP_20300162620945	4
KP_20300161422057	4
KP_20300161448884	4
KP_20300160057616	4
KP_20300161965037	4
KP_20300161831157	4
KP_20300160839775	4
KP_20300162077882	4
KP_20300160181832	4
KP_20300165789631	4
KP_20300162727861	4
KP_20300159844582	4
KP_20300161231702	4
KP_20300157247196	4
KP_20300160151945	4
KP_20300159480487	4
KP_20300162507310	4
KP_20300158735401	4
KP_20300154654011	4
KP_20300160356510	4
KP_20300162436460	4
KP_20300155761845	4
KP_20300157700822	4
KP_20300164799742	4
KP_20300162066278	4
KP_20300160973166	4
KP_20300156925286	4
KP_20300163649937	4
KP_20300161586572	4
KP_20300160004320	4
KP_20300158148842	4
KP_20300156129565	4
KP_20300156885022	4
KP_20300158145682	4
KP_20300155061002	4
KP_20300163887444	4
KP_20300155209371	4
KP_20300161494292	4
KP_20300159680493	4
KP_20300157765690	4
KP_20300155973090	4
KP_20300162591031	4
KP_20300156400005	4
KP_20300156523035	4
KP_20300155628058	4
KP_20300160904036	4
KP_20300155504597	4
KP_20300159836954	4
KP_20300162529415	4
KP_20300160630055	4
KP_20300163133808	4
KP_20300155260907	4
KP_20300159776524	4
KP_20300160059023	4
KP_20300160164291	4
KP_20300155295853	4
KP_20300068547401	4
KP_20300157931119	4
KP_20300163393454	4
KP_20300157988771	4
KP_20300160383087	4
KP_20300161957258	4
KP_20300156150374	4
KP_20300158712222	4
KP_20300158322589	4
KP_20300159459986	4
KP_20300159049311	4
KP_20300157880352	4
KP_20300155768085	4
KP_20300161360215	4
KP_20300156238450	4
KP_20300163894823	4
KP_20300161838778	4
KP_20300157359868	4
KP_20300155663582	4
KP_20300155587308	4
KP_20300156612275	4
KP_20300160851325	4
KP_20300162022950	4
KP_20300163147560	4
KP_20300156217857	4
KP_20300159571368	4
KP_20300156350069	4
KP_20300157904220	4
KP_20300162049476	4
KP_20300160715452	4
KP_20300157708720	4
KP_20300162127708	4
KP_20300159179228	4
KP_20300155407211	4
KP_20300159015765	4
KP_20300160009096	4
KP_20300158770619	4
KP_20300159983988	4
KP_20300155911568	4
KP_20300163684422	4
KP_20300165053594	4
KP_20300154145660	4
KP_20300159279372	4
KP_20300158733127	4
KP_20300156055132	4
KP_20300157780443	4
KP_20300158263801	4
KP_20300159319152	4
KP_20300166011797	4
KP_20300158074436	4
KP_20300160093159	4
KP_20300159505318	4
KP_20300159517063	4
KP_20300157376792	4
KP_20300158167460	4
KP_20300161776231	5
KP_20300159043472	5
KP_20300160981793	5
KP_20300155889179	5
KP_20300156090091	5
KP_20300162581936	5
KP_20300158759800	5
KP_20300159020742	5
KP_20300159502651	5
KP_20300160119627	5
KP_20300159932588	5
KP_20300157004824	5
KP_20300160727366	5
KP_20300162457918	5
KP_20300165188605	5
KP_20300161608639	5
KP_20300156287158	5
KP_20300161845665	5
KP_20300160982130	5
KP_20300159339794	5
KP_20300156733959	5
KP_20300160453934	5
KP_20300157114168	5
KP_20300161197129	5
KP_20300160773556	5
KP_20300162291446	5
KP_20300159158967	5
KP_20300161038888	5
KP_20300160128632	5
KP_20300159233719	5
KP_20300155275495	5
KP_20300159616363	5
KP_20300157350725	5
KP_20300160913152	5
KP_20300158833984	5
KP_20300159321880	5
KP_20300159060340	5
KP_20300162678005	5
KP_20300155611044	5
KP_20300158564619	5
KP_20300156906067	5
KP_20300158605826	5
KP_20300161059570	5
KP_20300155717201	5
KP_20300161435752	5
KP_20300068536584	5
KP_20300162335402	5
KP_20300160965246	5
KP_20300157932721	5
KP_20300159303189	5
KP_20300157687380	5
KP_20300159411416	5
KP_20300159652661	5
KP_20300158317404	5
KP_20300164610079	5
KP_20300161224617	5
KP_20300155559742	5
KP_20300165222535	5
KP_20300160604993	5
KP_20300161722963	5
KP_20300155123862	5
KP_20300157418049	5
KP_20300158098761	5
KP_20300158899590	5
KP_20300158253911	5
KP_20300158119056	5
KP_20300160258209	5
KP_20300161830927	5
KP_20300159142094	5
KP_20300161737572	5
KP_20300155821564	5
KP_20300155533975	5
KP_20300155838418	5
KP_20300163750769	5
KP_20300158014016	5
KP_20300156880832	5
KP_20300159740077	5
KP_20300155199014	5
KP_20300155546915	5
KP_20300157489579	5
KP_20300160824752	5
KP_20300160370933	5
KP_20300155632779	5
KP_20300157499424	5
KP_20300162587023	5
KP_20300157569656	5
KP_20300159854079	5
KP_20300161480895	5
KP_20300082506497	5
KP_20300068600858	5
KP_20300160359109	5
KP_20300161318761	5
KP_20300160787520	5
KP_20300159530394	5
KP_20300156580220	5
KP_20300161220622	5
KP_20300154653088	5
KP_20300163539732	5
KP_20300159862693	5
KP_20300162405911	5
KP_20300162577346	5
KP_20300157759546	5
KP_20300159036862	5
KP_20300160040183	5
KP_20300155302805	5
KP_20300161837697	5
KP_20300160007217	5
KP_20300159438557	5
KP_20300159116823	5
KP_20300162093036	5
KP_20300160108449	5
KP_20300162614188	5
KP_20300155060605	5
KP_20300158298977	5
KP_20300157061507	5
KP_20300160046849	5
KP_20300161690069	5
KP_20300162402742	5
KP_20300159375961	5
KP_20300157990475	5
KP_20300156198240	5
KP_20300155441354	5
KP_20300159547502	5
KP_20300158045457	5
KP_20300158754283	5
KP_20300159486813	5
KP_20300165799853	5
KP_20300161915684	5
KP_20300155477495	5
KP_20300161827084	5
KP_20300155798555	5
KP_20300165189473	5
KP_20300160798461	5
KP_20300157987982	5
KP_20300155331705	5
KP_20300164178147	5
KP_20300158335082	5
KP_20300160947984	5
KP_20300155403866	5
KP_20300158080798	5
KP_20300157729265	5
KP_20300159806215	5
KP_20300157079329	5
KP_20300161952833	5
KP_20300161574753	5
KP_20300156797773	5
KP_20300158195806	5
KP_20300155687038	5
KP_20300161410262	5
KP_20300154125531	5
KP_20300156086182	5
KP_20300164256629	5
KP_20300162672403	5
KP_20300160689170	5
KP_20300155415328	5
KP_20300160940511	5
KP_20300068529386	5
KP_20300158023833	5
KP_20300158965167	5
KP_20300159731845	5
KP_20300156226899	5
KP_20300155085445	5
KP_20300157597635	5
KP_20300159708032	5
KP_20300157779554	5
KP_20300156207753	5
KP_20300162317016	5
KP_20300157798652	5
KP_20300159873782	5
KP_20300156258106	5
KP_20300158881697	5
KP_20300162455254	5
KP_20300157683741	5
KP_20300158068434	5
KP_20300157078656	5
KP_20300157786990	5
KP_20300158729079	6
KP_20300155846144	6
KP_20300159535743	6
KP_20300162802625	6
KP_20300156889537	6
KP_20300158089332	6
KP_20300158282322	6
KP_20300162487057	6
KP_20300157347350	6
KP_20300159117042	6
KP_20300158900398	6
KP_20300159509100	6
KP_20300157945549	6
KP_20300160207857	6
KP_20300156366953	6
KP_20300157496088	6
KP_20300162557064	6
KP_20300161525381	6
KP_20300159816527	6
KP_20300155686966	6
KP_20300160492605	6
KP_20300156028394	6
KP_20300158717243	6
KP_20300162209153	6
KP_20300155993168	6
KP_20300158242032	6
KP_20300161284624	6
KP_20300156180172	6
KP_20300160305937	6
KP_20300161141551	6
KP_20300156292119	6
KP_20300159348369	6
KP_20300155171188	6
KP_20300162372456	6
KP_20300164082181	6
KP_20300156883061	6
KP_20300161581455	6
KP_20300162285634	6
KP_20300161855979	6
KP_20300159623638	6
KP_20300161770935	6
KP_20300162117620	6
KP_20300159550936	6
KP_20300154093015	6
KP_20300157912191	6
KP_20300155722462	6
KP_20300162723171	6
KP_20300155731973	6
KP_20300159918575	6
KP_20300161142292	6
KP_20300161264415	6
KP_20300158243710	6
KP_20300165265406	6
KP_20300164276052	6
KP_20300162975374	6
KP_20300164239097	6
KP_20300158918686	6
KP_20300159341350	6
KP_20300160900013	6
KP_20300155891666	6
KP_20300159476737	6
KP_20300155800253	6
KP_20300161062138	6
KP_20300157586998	6
KP_20300155520384	6
KP_20300156720953	6
KP_20300157145716	6
KP_20300161172624	6
KP_20300157771771	6
KP_20300158838891	6
KP_20300068537497	6
KP_20300162598783	6
KP_20300157566771	6
KP_20300157541484	6
KP_20300158898346	6
KP_20300162278026	6
KP_20300157808009	6
KP_20300161732652	6
KP_20300160407941	6
KP_20300154122057	6
KP_20300159617927	6
KP_20300156254954	6
KP_20300155940816	6
KP_20300161842682	6
KP_20300068541594	6
KP_20300157016039	6
KP_20300155245542	6
KP_20300155849371	6
KP_20300156532971	6
KP_20300164624677	6
KP_20300160858736	6
KP_20300157283025	6
KP_20300162465522	6
KP_20300160394873	6
KP_20300156000946	6
KP_20300157610067	6
KP_20300161081597	6
KP_20300155118814	6
KP_20300156830194	6
KP_20300156119138	6
KP_20300162389045	6
KP_20300160373781	6
KP_20300155232289	6
KP_20300161712268	6
KP_20300162661106	6
KP_20300157214137	6
KP_20300158325919	6
KP_20300158689957	6
KP_20300158169184	6
KP_20300156582343	6
KP_20300155625972	6
KP_20300155649104	6
KP_20300161974660	6
KP_20300157517927	6
KP_20300157493115	7
KP_20300162088811	7
KP_20300159489961	7
KP_20300160001687	7
KP_20300159839652	7
KP_20300161901856	7
KP_20300162141284	7
KP_20300159546779	7
KP_20300155873110	7
KP_20300161416216	7
KP_20300161822223	7
KP_20300158053178	7
KP_20300157594436	7
KP_20300164223365	7
KP_20300155301563	7
KP_20300155352932	7
KP_20300157527549	7
KP_20300156249667	7
KP_20300155810474	7
KP_20300154651029	7
KP_20300160650967	7
KP_20300068538034	7
KP_20300157522370	7
KP_20300161063867	7
KP_20300158326703	7
KP_20300159636845	7
KP_20300161659635	7
KP_20300162475172	7
KP_20300068530946	7
KP_20300156592290	7
KP_20300160253659	7
KP_20300158259025	7
KP_20300157834044	7
KP_20300155343041	7
KP_20300156735990	7
KP_20300158930070	7
KP_20300155696476	7
KP_20300157571157	7
KP_20300156717251	7
KP_20300158731774	7
KP_20300158532769	7
KP_20300159483323	7
KP_20300161041126	7
KP_20300163956804	7
KP_20300159085288	7
KP_20300159853348	7
KP_20300161189919	7
KP_20300159567612	7
KP_20300162086573	7
KP_20300157356554	7
KP_20300157182001	7
KP_20300159649202	7
KP_20300161488149	7
KP_20300162599789	7
KP_20300160226618	7
KP_20300158187708	7
KP_20300162432617	7
KP_20300162477223	7
KP_20300158615052	7
KP_20300155578027	7
KP_20300165227798	7
KP_20300161117634	7
KP_20300162248018	7
KP_20300158716159	7
KP_20300155585260	8
KP_20300161253338	8
KP_20300157577195	8
KP_20300158436802	8
KP_20300161049090	8
KP_20300161135753	8
KP_20300161527395	8
KP_20300160055949	8
KP_20300161982372	8
KP_20300161536694	8
KP_20300156174355	8
KP_20300164415032	8
KP_20300161714870	8
KP_20300157895580	8
KP_20300154137049	8
KP_20300160445953	8
KP_20300161168384	8
KP_20300157769339	8
KP_20300156395252	8
KP_20300159405825	8
KP_20300160815067	8
KP_20300166339563	8
KP_20300157391390	8
KP_20300165059178	8
KP_20300161127575	8
KP_20300156892898	8
KP_20300157892143	8
KP_20300161280104	8
KP_20300155983458	8
KP_20300159645944	8
KP_20300157720374	8
KP_20300160850126	8
KP_20300068564905	9
KP_20300162038467	9
KP_20300157617121	9
KP_20300157969831	9
KP_20300161734209	9
KP_20300159006738	9
KP_20300156414403	9
KP_20300156528053	9
KP_20300155474959	9
KP_20300162439166	9
KP_20300157605962	9
KP_20300157268845	9
KP_20300157679487	9
KP_20300155695752	9
KP_20300158911895	9
KP_20300161706560	9
KP_20300158836503	9
KP_20300160977538	9
KP_20300157495090	9
KP_20300156154197	9
KP_20300160388239	9
KP_20300158607827	10
KP_20300157006201	10
KP_20300159423439	10
KP_20300162013845	10
KP_20300071732017	10
KP_20300160043206	10
KP_20300162406761	10
KP_20300160684592	10
KP_20300156200947	10
KP_20300161006587	10
KP_20300162099696	10
KP_20300165975994	11
KP_20300159407263	11
KP_20300159241952	11
KP_20300155784681	11
KP_20300154088474	11
KP_20300161890160	12
KP_20300159184626	12
KP_20300161841815	12
KP_20300160443367	13
KP_20300156321942	13
KP_20300154512892	14
KP_20300154155775	15
KP_20300165978226	15
KP_20300154985687	18
KP_20300162511804	18
KP_20300154189674	18
KP_20300154141683	19
KP_20300154498344	28
KP_20300165895057	28
KP_20300166001196	28
KP_20300165981575	30
KP_20300068597717	30
KP_20300165913892	32
KP_20300165888623	35
KP_20300165996745	35
KP_20300165991030	38
KP_20300166008099	38
KP_20300165925210	42
KP_20300165934872	42
KP_20300165987242	44
KP_20300165870886	47
KP_20300165890348	49
KP_20300165868226	50
KP_20300165985474	51
KP_20300165854399	56
KP_20300165855619	57
KP_20300165948387	58
KP_20300165994710	63
KP_20300165841602	64
KP_20300165989060	65
KP_20300155042225	67
KP_20300165892841	68
KP_20300165916721	69
KP_20300165941241	71
KP_20300165911236	73
KP_20300165912021	76
KP_20300165861627	78
KP_20300165968399	85
KP_20300165823535	86
KP_20300165983260	91
KP_20300165872828	94
KP_20300165910518	110
KP_20300165957917	110
KP_20300165858202	111
KP_20300165886160	112
KP_20300165904872	120
KP_20300165992909	120
KP_20300165884721	121
KP_20300165843436	122
KP_20300165873375	137
KP_20300165901550	138
KP_20300165876228	139
KP_20300165887677	140
KP_20300165979889	159
KP_20300165856165	162
KP_20300165881743	165
KP_20300165903390	166
KP_20300165885065	181
KP_20300165891466	194
KP_20300165980383	194
KP_20300165951180	198
KP_20300165967524	200
KP_20300165847732	207
KP_20300165878975	207
KP_20300165897554	215
KP_20300165875386	225
KP_20300165865476	226
KP_20300165965922	227
KP_20300165964599	246
KP_20300165863658	253
KP_20300165817126	260
KP_20300165883757	262
KP_20300165971454	270
KP_20300165915892	273
KP_20300165986684	285
KP_20300165919405	296
KP_20300165969789	296
KP_20300165879511	310
KP_20300165917594	320
KP_20300165944501	326
KP_20300165908842	326
KP_20300165942342	337
KP_20300165818843	342
KP_20300165844601	349
KP_20300165936996	352
KP_20300165962156	356
KP_20300165815208	361
KP_20300165939792	366
KP_20300166004361	370
KP_20300165880805	378
KP_20300166005995	398
KP_20300165907831	399
KP_20300165849636	400
KP_20300165829466	408
KP_20300165950026	411
KP_20300165935320	447
